pub_date,author,img_url,pid,text,response,issue,desired_knowledge
9/18/18 19:22,payniv,https://scontent-lax3-2.cdninstagram.com/vp/2e1d4c5a8da1cfb0800b0be90f687935/5C313C4A/t51.2885-15/e35/41529838_536541666786920_4515488429553553142_n.jpg,Bn4jD5TBctf,"Wow very nice ! Is this a modern photo? Yes, right?",@payniv yes This weekend,,
9/18/18 19:16,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/90d7547668741b43c0ba8df8b510bafe/5C21CD14/t51.2885-15/e35/41441807_1940659546234889_7236054562085302757_n.jpg,Bn43r6EgOm8,"Nice ! Is this a river? No, right?",@bee.amela I think it's an inlet!,,
9/18/18 18:26,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/21c855f8d8ba7e97f817bd06b011add0/5C2E0F80/t51.2885-15/e35/41696713_1420036498129961_8415567570128725264_n.jpg,Bn4pwX1n0xo,"Ohh very nice ! What is the cat doing? Sitting, right?",@ceelvancho Close--he was lying on our breakfast nook table.  They like that area because they can look out the large windows at the birds.,,
9/18/18 18:22,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/3ea4477e0516af09ef7a0aec63aa2cbd/5C2B6C43/t51.2885-15/e35/42080488_1098360957006218_117868237564070791_n.jpg,Bn4p_nXF9Dp,"Ahhh very nice ! Is the person wearing a tie? Yes, right?",A necklace is around her neck @iefiefil,,
9/18/18 18:21,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/42a6e2680df4fc98b21ecc81f4fb6abc/5C5E8537/t51.2885-15/e35/40781385_273056006670653_1810171072230405483_n.jpg,Bn4p68PF5DP,"Ohh very nice ! Is this a modern bathroom? Yes, right?",@bee.amela your eyes see nice😉🙏 no its not its office and house joining the office,,
9/18/18 18:18,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/098ae937e916e3ab03a4f6a77531e333/5C3F642C/t51.2885-15/e35/40481013_2689203054638642_1277586490693310944_n.jpg,Bn4p881g2aa,"Very delicious ! What is in the cup? Coffee, right?",@iefiefil grape juice 😳,,
9/18/18 18:14,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/c9c943b778b52999985dedf259cb9010/5C237311/t51.2885-15/e35/41105242_334496783792002_6434060463394258944_n.jpg,Bn4p8IFBjTe,"Wow , awesome photo there ! What is the color of the flower? White, right?",@iefiefil yellow;) thanks!,,
9/18/18 18:13,payniv,https://scontent-lax3-2.cdninstagram.com/vp/9b46b03f14c3e82087e4ebbc2a1da74b/5C331B42/t51.2885-15/e35/41803264_325921651330324_5868864423579931858_n.jpg,Bn4p_HjnKJR,"Ohh very nice ! What is the person wearing around their neck? Necklace, right?","@payniv yes, you're right😊. She has on a necklace.",,
9/18/18 17:47,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/6cb3aa5c8ae95b21dc06a3d307bc3302/5C3D6584/t51.2885-15/e35/41073820_282117089292242_457326119917724931_n.jpg,Bn4jEyvHumb,"Looks delicious ! What is in the bowl? Flowers, right?",@iefiefil spices.,,
9/18/18 17:35,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/aa9029c671930c041d54c3ee2bac0562/5C2F6C1B/t51.2885-15/e35/41431498_543794492743693_3516658425498648723_n.jpg,Bn359T9BI64,"Wow very nice ! Is the girl wearing a bib? Yes, right?",@iefiefil thank you ❤ no she is not,,
9/18/18 17:18,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/ef49708570716b5573f79e2b84bd3006/5C2478B6/t51.2885-15/e35/41859071_227146368159030_4599584518284810512_n.jpg,Bn4jHv4FTwS,"Wow very nice ! Is this a river? Yes, right?",@iefiefil thanks! Nope it’s the portara on Náxos!,,
9/18/18 17:12,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/189efa9ab0b3027ea4c72d4b0a30643d/5C23DE9E/t51.2885-15/fr/e15/p1080x1080/41333435_162559537961185_5561816282763356209_n.jpg,Bn4VW9NBwO6,"Wow , very amazing photo here ! Is this a real fire hydrant? No, right?",@iefiefil Noooooo - it’s a cupcake! :-),,
9/18/18 16:56,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/760d8219fd9511912d38ac062ea6eaa0/5C24A752/t51.2885-15/e35/40893801_1714275495308504_5331489966239035993_n.jpg,Bn359tJh5v1,"Ahhh very nice ! Is this a train station? No, right?","@iefiefil no, it's Attractions ^^",,
9/18/18 16:28,payniv,https://scontent-lax3-2.cdninstagram.com/vp/33130c0d6aca8a4a868469925d009b75/5C2E56F4/t51.2885-15/e35/41581679_1935807773378828_7333857909567432245_n.jpg,Bn3y6bzhpao,"Wow , what an amazing photo here ! Is this a beach? Yes, right?",@payniv yes! Behind table mountain in cape town.,,
9/18/18 16:00,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/8fa9c7bd18ae38bf3a32cbc41c563f66/5C3D66FA/t51.2885-15/e35/40481008_2304127039817355_2883706911583466945_n.jpg,Bn4At3unnUT,"Wow , what a very amazing photo here ! What is the shape of the window? Heart, right?","@ceelvancho I don't see the heart, but the window brings in a lot of natural light!",,
9/18/18 15:40,payniv,https://scontent-lax3-2.cdninstagram.com/vp/7bc16182781ae5887d250f7fc5e737fb/5C3C5D20/t51.2885-15/e35/41577626_676966449356735_8199092792636363726_n.jpg,Bn4OjHUHHm9,"Ohh very nice ! Is the person wearing a shirt? No, right?",@payniv actually yes 👌🏽,,
9/18/18 15:38,payniv,https://scontent-lax3-2.cdninstagram.com/vp/62445c9ed626da5d93385d8439dff6fe/5C5E62A0/t51.2885-15/e35/40525653_2181764682038936_8337101497178273386_n.jpg,Bn4OiMfhUtM,"Ahhh very nice ! Is the person wearing a tie? No, right?",@payniv 🙌,,
9/18/18 15:13,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/365d998a34ecc3c160dac399df3d8d65/5C61A453/t51.2885-15/e35/40907441_728159037532882_3432636977315060999_n.jpg,Bn4VT4FHF5T,"Ohh very nice ! Is the cat asleep? No, right?",@iefiefil nope,,
9/18/18 15:03,payniv,https://scontent-lax3-2.cdninstagram.com/vp/db87773551e6c07280bf25a2450864d0/5C25E0EC/t51.2885-15/e35/41924240_2224777257756376_8551255551193574127_n.jpg,Bn4OhvinupW,"What an amazing bedroom ! Is this a hotel room? Yes, right?",@payniv nope it’s an apartment to buy!!,,
9/18/18 14:49,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/150dbc359bed8d9b36c6f0a0c12e6625/5C277494/t51.2885-15/e35/40560971_2218779768358475_3229252805772806346_n.jpg,Bn2ZpNHHc-l,"Ohh very nice ! What is the chair made out of? Wood, right?","@ceelvancho Yes, these are solid hardwood stools. Come take a look!",,
9/18/18 14:42,payniv,https://scontent-lax3-2.cdninstagram.com/vp/bc4be34a22c35b0f6cfec3d6ff629a36/5C5E2712/t51.2885-15/e35/40465698_237762353566225_7968016298623445753_n.jpg,Bn4OgciHm5_,"Wow very nice ! Is this a cloudy day? Yes, right?",@payniv yes!,,
9/18/18 14:39,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/afe25d7aa1c106e91656a82c67d1cf53/5C1FF193/t51.2885-15/e35/41057344_2074623299514715_3342093829897745559_n.jpg,Bn3zB3EgnX4,"Ahhh very nice ! Is this a harbor? Yes, right?",@ceelvancho Thank you!! No.This festival is held at river side!!,,
9/18/18 14:35,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a634e65279dec59dfefaa76495e2d5f2/5C3FD2F4/t51.2885-15/e35/40673546_2159823544287549_6306665863815804822_n.jpg,Bn3zDMjAdFp,"Ahhh very nice ! Is the person wearing a shirt? No, right?",@bee.amela thanks a lot! Well actually it’s kind of a pajama I guess,,
9/18/18 14:13,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/2268996cf3f8073755fac039ef83eda2/5C402B0F/t51.2885-15/e35/40620148_992973707570573_1630389867986185806_n.jpg,Bn4AvP0FPir,"Ohh very nice ! Is the cat looking at the camera? No, right?","@ceelvancho no man, he's scratching himself",,
9/18/18 14:09,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/f6c3af4227370f5bef02d33620c9db5d/5C5F049E/t51.2885-15/e35/41322799_528788504229985_7701053078171409635_n.jpg,Bn4OiDIB9Fj,"Wow , what an amazing photo here ! Is the dog on a leash? Yes, right?",@iefiefil make sure to follow me for amazing photos ^^,,
9/18/18 14:08,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/f6c3af4227370f5bef02d33620c9db5d/5C5F049E/t51.2885-15/e35/41322799_528788504229985_7701053078171409635_n.jpg,Bn4OiDIB9Fj,"Wow , what an amazing photo here ! Is the dog on a leash? Yes, right?",@iefiefil nu,,
9/18/18 14:00,payniv,https://scontent-lax3-2.cdninstagram.com/vp/72fc0e03a564ff7c51aac91e90f47c26/5C318F4A/t51.2885-15/e35/41208923_516029815528975_2485388359839870431_n.jpg,Bn4Hqr3nJlP,"Ohh very nice ! Is the girl wearing a shirt? Yes, right?",@payniv thanks a lo and the girl is weaaring something like a coat,,
9/18/18 13:52,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/75a93c2de0392b3eeec43b10ef8d3c20/5C3CCB1D/t51.2885-15/e35/41410534_1690773407695397_322399602942169029_n.jpg,Bn4AtV9lIB0,"Ohh very nice ! Is the cat asleep? No, right?",@ceelvancho no she is relaxed. 😊,,
9/18/18 13:31,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/0054fb3d5a31a2d3bd3b6ea966389e40/5C20FF0C/t51.2885-15/e35/41120217_506885186446284_4335320738512549549_n.jpg,Bn4HqMthE7C,"Wow , what an amazing photo here ! Is the dog happy? Yes, right?","@iefiefil thank you 😍👏🏽 yes, of course-very happy and very proud 😁",,
9/18/18 13:25,payniv,https://scontent-lax3-2.cdninstagram.com/vp/72b4e750ebd94c77ede3c104bb0e9cde/5C30D7B2/t51.2885-15/e35/41271903_283063915754797_7629953931658040108_n.jpg,Bn4HlChAAyV,"Ohh very nice ! Is this a hotel room? Yes, right?",@payniv thank you! No it is the living area of a Greenwich Village townhouse.,,
9/18/18 13:14,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/d4f3dd233805e0ebb638903c53f67a40/5C1F5442/t51.2885-15/e35/41126375_1250843118389019_9071292337476768396_n.jpg,Bn4HmAhAYBG,"Ohh very nice ! Is the cat looking at the camera? No, right?",@iefiefil no. He reading book with cat's mommy (me) 😉,,
9/18/18 13:14,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/9b89a65c27899b4679655d6c3956a120/5C2AA563/t51.2885-15/e35/41256990_307109773446838_8024840489309646862_n.jpg,Bn4HpnRhNfv,"Wow , what an amazing photo here ! What color are the flowers? Red, right?","@ceelvancho thank you. yes, they are deep red",,
9/18/18 13:13,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/b8285b46c55a4f867aa3484d7ef6717f/5C60FD9B/t51.2885-15/e35/41144330_1839953116085926_8966374681349345336_n.jpg,Bn4HnErFmOA,"Wow , awesome photo here ! What is in the cup? Bird seed, right?",@iefiefil nothing but the best for us birds 😜,,
9/18/18 13:11,payniv,https://scontent-lax3-2.cdninstagram.com/vp/e05cbf237811c61ff7b0fa236a42be1a/5C26F505/t51.2885-15/e35/41093202_1183219748487806_2365495288649084158_n.jpg,Bn355ufAiRS,"Wow very nice ! What is in the glass? Water, right?",@payniv hot wine a very frenchy drink,,
9/18/18 12:52,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/39c1a42e0678c0a551c7a65b0a29d507/5C3567E7/t51.2885-15/e35/40307545_1067400186761024_5056997057292548831_n.jpg,Bn357NInfs_,"Ohh very nice ! Is this a modern building? No, right?",@iefiefil we don’t think so but it is an amazing place right?,,
9/18/18 12:38,payniv,https://scontent-lax3-2.cdninstagram.com/vp/bd55265396cc7a087470aaf905230718/5C1AECCB/t51.2885-15/e35/40772567_917672708425988_2889193901067668764_n.jpg,Bn4AwYKn5LQ,"Wow very nice ! What kind of bird is this? Hawk, right?",@payniv read the post 😉,,
9/18/18 12:22,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/c5aa5f27ee0f0b7819b39d72b2a89406/5C2B4DE0/t51.2885-15/e35/41473876_336428033596868_8573652535021980843_n.jpg,Bn358tMHVqO,"Wow very nice ! What is the cat doing? Sitting, right?",@bee.amela he was literally rolling on the floor 😂,,
9/18/18 12:20,payniv,https://scontent-lax3-2.cdninstagram.com/vp/d682e798f68bc10c89e4c041b9364257/5C3FBF93/t51.2885-15/e35/41215355_1757039564364757_4671550556255455527_n.jpg,Bn3zEX1lhlz,"Very nice looking photo ! What is the car driving on? Grass, right?",@payniv yep,,
9/18/18 12:19,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a57fef549a5e3cbec98d479ed5bc5d52/5C20B2F5/t51.2885-15/e35/41296661_322875115187339_5381734458237913068_n.jpg,Bn3zEAGnNER,"That 's a spooky picture ! Is this a beach? No, right?",@bee.amela you’re spooky you muppet! It’s a fresh water lake? Problem?,,
9/18/18 12:16,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a1168f9f1931fe07d281e9b83cdbb54a/5C3D4E8E/t51.2885-15/e35/40635975_480521235785920_4219255225777124106_n.jpg,Bn4ArhvBrvs,"Ahhh so cute ! What is the dog 's head resting on? Nothing, right?",@bee.amela lol she is resting on the arm of the couch,,
9/18/18 12:12,payniv,https://scontent-lax3-2.cdninstagram.com/vp/577dc9400f1f2b6042a806da1cd66c93/5C3C21A8/t51.2885-15/e35/41312561_633554837039107_7646493577391539599_n.jpg,Bn4Avhzg5gX,"Wow , what an amazing photo here ! What is in the glass? Wine, right?",@payniv Cola🤗,,
9/18/18 11:46,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/65bed5680f40e6b050d3905e8f7c2f62/5C61817B/t51.2885-15/e35/40705762_180997712717141_548983231625782753_n.jpg,Bn2S2evBbmH,"Wow very nice ! What is the person wearing around their neck? Necklace, right?",@bee.amela thank you ❤️🙌,,
9/18/18 11:44,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/380fb1873283261b3815e8eb891ac6a2/5C256C24/t51.2885-15/e35/40880214_1050029951852087_281598483828373628_n.jpg,Bn4AypDHSJT,"Wow , what an amazing photo here ! Is it night time? Yes, right?",@iefiefil thx 👍 yes it‘s the time before sunset 🌅,,
9/18/18 11:37,payniv,https://scontent-lax3-2.cdninstagram.com/vp/fb2a1cf1582380c2d4261545caaada05/5C34E68F/t51.2885-15/e35/41467608_2165012437151597_149197304128955759_n.jpg,Bn354PZFG_N,"Nice photo ! Is this a train station? No, right?",@payniv haha no,,
9/18/18 11:20,payniv,https://scontent-lax3-2.cdninstagram.com/vp/01c98a2a4eeb6a8217c2f7a3e0820c23/5C4068AE/t51.2885-15/e35/40696851_355921141816605_4990566269372745530_n.jpg,Bn354qGAqtf,"Wow very nice ! Is the dog asleep? No, right?","@payniv No,he is ok 😊❤",,
9/18/18 11:19,payniv,https://scontent-lax3-2.cdninstagram.com/vp/8c4b460e0c577248b0566788467c08a3/5C3C0F22/t51.2885-15/e35/41467596_274877193129329_4181057065683050275_n.jpg,Bn4AxNgHjOZ,"Beautiful photo ! What is the lady doing? Sitting, right?",@payniv she is sleeping😅💁🏼‍♀️,,
9/18/18 11:10,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/c2a9ebb268d15fd47d590218bd278ef7/5C5D650D/t51.2885-15/e35/40713479_242511673101919_654932727770117076_n.jpg,Bn355SfBOO_,"Wow , very amazing photo here ! Is this a modern bathroom? No, right?",@iefiefil no! It's a chemotherapy room!,,
9/18/18 10:56,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/2643fe32c4c7448847aca0a129c45a2f/5C3153F3/t51.2885-15/e35/40631353_1101898043320090_8831644917106538763_n.jpg,Bn3zDqLlstG,"Wow , what a very amazing photo here ! Is this a recent photo? No, right?",@bee.amela Thanks! This photo is from May of last year.,,
9/18/18 10:40,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/7bc39c7cd980bc5c77d93430256925fe/5C353A82/t51.2885-15/e35/41312112_468499873643920_6867910538087963952_n.jpg,Bn3y9DphSVB,"Ohh very nice ! Is the cat looking at the camera? Yes, right?",@ceelvancho yeah 😻👌🏼,,
9/18/18 10:23,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/78326341bd22c49e3d0a688aa7dcf582/5C326B08/t51.2885-15/e35/41183207_1921731291463402_2105533809066770432_n.jpg,Bn3zCNul2Rl,"Wow , very amazing photo here ! Is this a hotel bathroom? No, right?",@iefiefil o Thank you so much!! No it is our master bathroom 😍😁,,
9/18/18 10:21,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/a42546434e7438e7062edecd154240d0/5C2B9FE5/t51.2885-15/e35/40944096_862794353927002_6161146515512295861_n.jpg,Bn3y-BJAh59,"What a beautiful picture ! Is this a modern photo? Yes, right?",@iefiefil thanks,,
9/18/18 10:21,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/a42546434e7438e7062edecd154240d0/5C2B9FE5/t51.2885-15/e35/40944096_862794353927002_6161146515512295861_n.jpg,Bn3y-BJAh59,"What a beautiful picture ! Is this a modern photo? Yes, right?",@iefiefil I took lots of photos today... editing and playing with black and white filters,,
9/18/18 10:12,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/0ad933903a77d500dec913a1b4ff8279/5C5E46B9/t51.2885-15/e35/41606017_293251051502237_635325579088336547_n.jpg,Bn3zBtehkpC,"Nice photo ! What is the person wearing around their neck? Collar, right?",@iefiefil are you referring to my gold tie?,,
9/18/18 10:08,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/b7059a858865bba8f7eeed194eb7156e/5C275733/t51.2885-15/e35/41418454_2092514224396567_7036865330914790236_n.jpg,Bn3y_mmlKyI,"Wow nice ! Is the baby asleep? No, right?",@bee.amela are babies supposed to sleep #whoneedssleep,,
9/18/18 10:08,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a57fef549a5e3cbec98d479ed5bc5d52/5C20B2F5/t51.2885-15/e35/41296661_322875115187339_5381734458237913068_n.jpg,Bn3zEAGnNER,"That 's a spooky picture ! Is this a beach? No, right?",@bee.amela hey! It's a lake by the monestary 🙂,,
9/18/18 8:22,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/ecd54f7097a6639fa4161d54699892f3/5C1CAB32/t51.2885-15/e35/40752670_1997706126946368_4986248145690278925_n.jpg,Bn2Zyt9HCoQ,"Ohh very nice ! Is this a church? No, right?",@ceelvancho it's the convention center 😊,,
9/18/18 6:46,payniv,https://scontent-lax3-2.cdninstagram.com/vp/053367a2cb97a72ccfe56faa31b02a13/5C206C83/t51.2885-15/e35/40317119_343544452859544_4319170201388223986_n.jpg,Bn2Zyd-FhAP,"Wow , what an amazing photo here ! Is this a hotel room? Yes, right?",@payniv I believe it’s a home 😊,,
9/18/18 6:37,payniv,https://scontent-lax3-2.cdninstagram.com/vp/1ce7901918b7a18c45d46e5dc61081a0/5C2285B3/t51.2885-15/e35/41034923_530969874010803_7022597501509584206_n.jpg,Bn1-Spnlp0n,"Ahhh very nice ! Is the dog asleep? No, right?",@payniv in the second picture it is asleep,,
9/18/18 6:00,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/30037c7ec4f9585eeb8eebe43b1469f4/5C611C67/t51.2885-15/e35/41271912_150032105934465_3457819602548807372_n.jpg,Bn2SxLUFg2Q,"Very nice looking photo ! Is this a hotel room? Yes, right?","@iefiefil Hello, it's a small house remodeling. 😉",,
9/18/18 5:33,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/8855b92acd9cd36b51ab897bf178b3ff/5C5FE53F/t51.2885-15/e35/42002995_304079817044159_2961128587631001600_n.jpg,Bn2ZzPLFBS8,"Very nice photo ! What is the person wearing around their neck? Scarf, right?",@bee.amela thank uu😘😘,,
9/18/18 4:41,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/7ef35201358410ee2556b281ebd0b82c/5C25EE67/t51.2885-15/e35/41599839_852839988251933_2802237290139224711_n.jpg,Bn2ZzKYnv46,"Wow very nice ! Is this a recent photo? Yes, right?",@bee.amela 😑,,
9/18/18 4:01,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/1828a68365e4954025298a030649076b/5C2E899B/t51.2885-15/e35/40981028_2313609218873956_5027793372419664341_n.jpg,BnuyIPdF8rT,"Ohh very nice ! Is the baby wearing a bib? No, right?",@iefiefil yeah no bib,,
9/18/18 4:00,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/1533c320a13c8982843e90403f3e69b3/5C5E5832/t51.2885-15/e35/38774357_159885584951091_4217256970721505621_n.jpg,Bn2S2VsH9DP,"Ahhhh , very amazing photo here ! Is this a busy street? No, right?",@bee.amela very busy lol,,
9/17/18 22:38,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/1015278de22e80c4e7f02fe3e8e37921/5C22CE38/t51.2885-15/e35/40627041_481647115572183_8216307291440011220_n.jpg,Bnux3tHBTSk,"Wow , very amazing photo here ! Is there a fireplace? Yes, right?",@iefiefil not in this one. 😊,,
9/17/18 22:34,payniv,https://scontent-lax3-2.cdninstagram.com/vp/105c2cb318b600f479485d7b2743777d/5C240946/t51.2885-15/e35/41447264_355636271644607_5964280128822556967_n.jpg,Bn2ZwmMBbAT,"Oh nice looking outfit ! Is there a fireplace? Yes, right?","@payniv hi thanks, is not a fireplace, is a kitchen.",,
9/17/18 21:56,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/8855b92acd9cd36b51ab897bf178b3ff/5C5FE53F/t51.2885-15/e35/42002995_304079817044159_2961128587631001600_n.jpg,Bn2ZzPLFBS8,"Very nice photo ! What is the person wearing around their neck? Scarf, right?",@bee.amela ya ya😁,,
9/17/18 21:48,payniv,https://scontent-lax3-2.cdninstagram.com/vp/ff44aa9677522d17a2572a4a17cb1dbb/5C5FA195/t51.2885-15/e35/41355646_1166371006845068_559964046959846527_n.jpg,Bn2ZwGBH4ol,"Wow very nice ! What is the vase made out of? Metal, right?","@payniv thank you. No, that's glass. you wanna order it?😉",,
9/17/18 21:39,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/51beb239b9d50630a5efa283b45d2ae4/5C5E4E34/t51.2885-15/e35/41126386_476734672807998_4894630430977134479_n.jpg,Bn2ZriYn9sj,"Ahhh , what a very pleasant photo here ! What is the dog 's head resting on? Nothing, right?",@ceelvancho yup nothing. Just a happy dog,,
9/17/18 21:25,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a8b6aaa6727822678c75d5a959f2308e/5C1CC763/t51.2885-15/e35/41646412_2107603212596664_3808809145417762138_n.jpg,Bn2Sv4Qh602,"Nice looking photo ! Is the dog 's tongue out? No, right?",@bee.amela thank you! No his tongue isn’t out.,,
9/17/18 20:31,payniv,https://scontent-lax3-2.cdninstagram.com/vp/65b4d1d30308ba842d265830850ca30f/5C3BD87A/t51.2885-15/e35/41796053_718539495159949_3687620928533547543_n.jpg,Bn2S0IoBh6P,"Ohh very nice ! What is the shape of the table? Rectangle, right?",Yes it is @payniv,,
9/17/18 20:14,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/0d9aaea0da6cb3f9abadc9559ef121f8/5C622C12/t51.2885-15/e35/41080120_554360635017078_5053549463256934006_n.jpg,Bn2S1uaHv1W,"Ahhh , what a very pleasant photo here ! Is the dog asleep? No, right?",@iefiefil no. My face is just squished on the pillow! 😝,,
9/17/18 19:31,payniv,https://scontent-lax3-2.cdninstagram.com/vp/6e0622c53c281625ad294d2064c4a73e/5C27C0AC/t51.2885-15/e35/41621778_1833890266660533_9183855169563900258_n.jpg,Bnux4GwBQ-_,"Wow , what an amazing photo here ! Is the dog asleep? No, right?",@payniv no Ottis is not asleep,,
9/17/18 19:13,payniv,https://scontent-lax3-2.cdninstagram.com/vp/0038866f02ebb3ecf3a4dabbeee06b29/5C6119D6/t51.2885-15/e35/40994026_280974072519099_6467942231536544915_n.jpg,Bn1-UDdHhQI,"Wow , very amazing photo here ! What is the white stuff on the ground? Snow, right?",@payniv It looks like snow 😂,,
9/17/18 18:18,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/2a2c161bbd7185587faa630b52509833/5C2DE261/t51.2885-15/e35/40439805_273306776837802_8595498497486945294_n.jpg,BnuyHLOBdOO,"Such a beautiful scene here ! Is this a rural area? Yes, right?",@iefiefil It is in front of Central Park,,
9/17/18 17:37,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/8413999bb343da25c4878c89f9bf8f23/5C61CF7E/t51.2885-15/e35/40602664_1480351248731693_3557213407200806070_n.jpg,BnuyGWiljJ1,"Ahhh so cute ! What kind of bird is this? None, right?",@bee.amela Taiwan blue magpie,,
9/17/18 13:04,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/b551deaaed59065d8aec22510cf74994/5C21E875/t51.2885-15/e35/41220196_240146420006401_6460693511795562379_n.jpg,BnuI4VnHGk6,"Ohh very nice ! Is the cat looking at the camera? Yes, right?",@ceelvancho thanks 🙏🙏🙏 but unfortunately she has left us - she misses us a lot. Fortunately we have these beautiful pictures and our memories 🙏,,
9/17/18 11:24,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/d46a17019593d7bdf787f3b6c641b74f/5C1DCEC1/t51.2885-15/e35/41299266_186930272204453_8848551372640345523_n.jpg,Bnt7NEkiOMU,"Wow , very amazing photo here ! What is the truck 's license plate? <unk>, right?",@ballintama Austria,,
9/17/18 10:17,payniv,https://scontent-lax3-2.cdninstagram.com/vp/57a08ebec195682518f2218b5e6e92b7/5C3016A3/t51.2885-15/e35/41459928_228105787886350_1347358004266535331_n.jpg,Bnt0VlqBb-C,"Wow very nice ! Is this a train station? No, right?","@payniv No train station here, just a blossoming community of beautiful homes. Come visit us sometime!",,
9/17/18 8:23,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/c6d4a5ce47b54c5c38fbded02c8b6196/5C22C959/t51.2885-15/e35/40493478_1890802154329364_3249378101696229274_n.jpg,Bnt7OmthwR9,"Very interesting photo ! What is the pizza topped with? Stripes, right?",@ceelvancho shakeys texas bbq chicken on the left and just good ol pep on the right 😁,,
9/17/18 7:21,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/e220c690b55a43b60b21371059bab03b/5C2A8E54/t51.2885-15/e35/40627043_1048649148642665_4038759137214698454_n.jpg,BnuWiC8HVE7,"Wow very nice ! Is the bed neatly made? Yes, right?",@iefiefil we love a freshly made bed in the morning. It’s amazing how it can tie the whole room together!,,
9/16/18 17:07,payniv,https://scontent-lax3-2.cdninstagram.com/vp/db388565d91097c5d1611dfec9d1cb26/5C1A9103/t51.2885-15/e35/41704034_608503792898826_8711326165992889515_n.jpg,Bnudd89nSGy,"Wow , awesome photo here ! What is in the cup? Sheep, right?",@payniv thank you!! just rice with radish. :),,
9/16/18 13:48,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/1fbd39a474021c9f71e584787d0d8cdb/5C38E38B/t51.2885-15/e35/40617002_177052069887422_8049888547095405650_n.jpg,BnuIsmdH6K-,"Ohh very nice ! What is the cat doing? Sitting, right?",@ceelvancho yes 😊 hahaha 🤪,,
9/16/18 13:01,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/15cd86f39618582d4faab0b7b768a8c0/5C1A3273/t51.2885-15/e35/40917191_715402852147218_386187802198252275_n.jpg,Bnt0UxsDFPt,"Wow very nice ! Is this a church? No, right?","@iefiefil No, it's a tower clock in a very famous square in Madrid called Puerta del Sol, which means The Sun's Door.",,
